Census year,Block ID,Property ID,Base property ID,Street address,CLUE small area,Trading name,Number of patrons,x coordinate,y coordinate,Location
2012,87,106057,106057,106 Little Lonsdale Street,Melbourne (CBD),Troika Bar ,60,144.96859,-37.8091536,"(-37.8091536, 144.96859)"
2012,95,109314,109314,401-405 Swanston Street,Melbourne (CBD),The Order of Melbourne,290,144.963217,-37.80904283,"(-37.80904283, 144.963217)"
2012,66,108547,108547,199-203 Russell Street,Melbourne (CBD),Exford Hotel,300,144.9673406,-37.81179179,"(-37.81179179, 144.9673406)"
2012,808,108052,108052,133 Queens Bridge Street,Southbank,Story,120,144.9605087,-37.8252468,"(-37.8252468, 144.9605087)"
2012,803,111175,110477,8 Whiteman Street,Southbank,Lagerfield Bar & Beer Garden,650,144.9586604,-37.82312164,"(-37.82312164, 144.9586604)"
2012,730,110401,110401,334-342 City Road,Southbank,Eve Bar Lounge,500,144.9573539,-37.82783816,"(-37.82783816, 144.9573539)"
2012,65,105875,105875,318-322 Little Bourke Street,Melbourne (CBD),M.O.O.,200,144.9631276,-37.81292437,"(-37.81292437, 144.9631276)"
2012,803,111175,110477,8 Whiteman Street,Southbank,The Waiting Room,120,144.9586604,-37.82312164,"(-37.82312164, 144.9586604)"
2012,64,515538,515538,4-6 Goldie Place,Melbourne (CBD),The Paris Cat ,120,144.9608287,-37.81351769,"(-37.81351769, 144.9608287)"
2012,64,104659,104659,67-73 Hardware Lane,Melbourne (CBD),Charlie's Bar,143,144.960908,-37.81323451,"(-37.81323451, 144.960908)"
2012,369,103507,103507,86-90 Errol Street,North Melbourne,Court House Hotel,50,144.9499557,-37.80287733,"(-37.80287733, 144.9499557)"
2012,15,103944,103944,277-279 Flinders Lane,Melbourne (CBD),The Liberty Social,400,144.9652979,-37.81724201,"(-37.81724201, 144.9652979)"
2012,46,101130,101130,193-199 Bourke Street,Melbourne (CBD),The Carlton Hotel,366,144.9676452,-37.81320485,"(-37.81320485, 144.9676452)"
2012,214,106186,106186,414-422 Lygon Street,Carlton,Percys Bar & Bistro,120,144.9678126,-37.79694555,"(-37.79694555, 144.9678126)"
2012,358,107887,107887,351-359 Queensberry Street,North Melbourne,The Crimean,240,144.9559672,-37.80395618,"(-37.80395618, 144.9559672)"
2012,1108,604125,604125,143-175 Harbour Esplanade,Docklands,Alumbra At Central Pier,690,144.9435654,-37.8165193,"(-37.8165193, 144.9435654)"
2012,15,109257,109257,1-7 Swanston Street,Melbourne (CBD),Young & Jacksons,470,144.967023,-37.817356,"(-37.817356, 144.967023)"
2012,345,103393,103393,7 Errol Street,North Melbourne,Rrose Cellar and Bar,60,144.9490127,-37.80479755,"(-37.80479755, 144.9490127)"
2012,76,589841,105749,221 Little Lonsdale Street,Melbourne (CBD),Father's Office,400,144.9657034,-37.810658,"(-37.810658, 144.9657034)"
2012,266,106081,106081,27-31 Lygon Street,Carlton,John Curtin Hotel,350,144.9656988,-37.80619915,"(-37.80619915, 144.9656988)"
2012,66,108550,108550,213-217 Russell Street,Melbourne (CBD),Monga Sweet Cafe,100,144.9672365,-37.81156167,"(-37.81156167, 144.9672365)"
2012,46,101136,101136,231-233 Bourke Street,Melbourne (CBD),Red Violin,303,144.9668415,-37.81343614,"(-37.81343614, 144.9668415)"
2012,65,105875,105875,318-322 Little Bourke Street,Melbourne (CBD),Penny Blue,85,144.9631276,-37.81292437,"(-37.81292437, 144.9631276)"
2012,66,105695,105695,239 Lonsdale Street,Melbourne (CBD),Ferdydurke,100,144.965378,-37.81159495,"(-37.81159495, 144.965378)"
2012,56,108538,108538,163-169 Russell Street,Melbourne (CBD),Eden Bar,350,144.9676479,-37.81246709,"(-37.81246709, 144.9676479)"
2012,752,108653,110733,100 St Kilda Road,Southbank,Curve Bar,300,144.9682264,-37.82094188,"(-37.82094188, 144.9682264)"
2012,4,104034,104034,207-361 Flinders Street,Melbourne (CBD),Clocks At Flinders Street Station,300,144.9654659,-37.81866105,"(-37.81866105, 144.9654659)"
2012,55,109284,109284,191-205 Swanston Street,Melbourne (CBD),Cocoon Bar,200,144.9649993,-37.81309229,"(-37.81309229, 144.9649993)"
2012,85,105746,105746,183-265 La Trobe Street,Melbourne (CBD),Strike,760,144.9630189,-37.81073331,"(-37.81073331, 144.9630189)"
2012,85,105746,105746,183-265 La Trobe Street,Melbourne (CBD),Hush Bar @ Melbourne Central,200,144.9630189,-37.81073331,"(-37.81073331, 144.9630189)"
2012,85,105746,105746,183-265 La Trobe Street,Melbourne (CBD),Hoyts,300,144.9630189,-37.81073331,"(-37.81073331, 144.9630189)"
2012,16,103938,103938,187 Flinders Lane,Melbourne (CBD),Mon Bijou,180,144.9683751,-37.81635789,"(-37.81635789, 144.9683751)"
2012,803,111175,110477,8 Whiteman Street,Southbank,The Pub At Crown,300,144.9586604,-37.82312164,"(-37.82312164, 144.9586604)"
2012,803,111175,110477,8 Whiteman Street,Southbank,Fusion ,600,144.9586604,-37.82312164,"(-37.82312164, 144.9586604)"
2012,753,110606,110380,3 Southgate Avenue,Southbank,Bear Brass,200,144.9662623,-37.82066923,"(-37.82066923, 144.9662623)"
2012,84,105449,105449,293-299 La Trobe Street,Melbourne (CBD),Duke of Kent Hotel,200,144.9605086,-37.81081439,"(-37.81081439, 144.9605086)"
2012,803,111175,110477,8 Whiteman Street,Southbank,Kingpin Bowling,347,144.9586604,-37.82312164,"(-37.82312164, 144.9586604)"
2012,204,101613,101613,377-391 Cardigan Street,Carlton,Clyde Hotel,239,144.9657541,-37.79725532,"(-37.79725532, 144.9657541)"
2012,267,106251,106251,66-88 Lygon Street,Carlton,Lagers On Lygon,80,144.9665747,-37.80530329,"(-37.80530329, 144.9665747)"
2012,808,110385,110385,174-184 City Road,Southbank,Olla Messa,250,144.9618918,-37.82382188,"(-37.82382188, 144.9618918)"
2012,327,102352,102352,171-173 Curzon Street,North Melbourne,Albion Hotel,150,144.9485505,-37.79889904,"(-37.79889904, 144.9485505)"
2012,345,103402,103402,33 Errol Street,North Melbourne,Townhall Hotel North Melbourne,80,144.9489068,-37.80414139,"(-37.80414139, 144.9489068)"
2012,64,104659,104659,67-73 Hardware Lane,Melbourne (CBD),The Mill,119,144.960908,-37.81323451,"(-37.81323451, 144.960908)"
2012,802,575820,575820,1-9 Freshwater Place,Southbank,Blvd Bar,562,144.962154,-37.82167834,"(-37.82167834, 144.962154)"
2012,55,109284,109284,191-205 Swanston Street,Melbourne (CBD),The Swanston Hotel Grand Mercure - Tabaret,200,144.9649993,-37.81309229,"(-37.81309229, 144.9649993)"
2012,228,101450,101450,223-227 Canning Street,Carlton,Dan O'Connell Hotel,600,144.9733817,-37.79303229,"(-37.79303229, 144.9733817)"
2012,1110,620312,593737,23-37 Star Crescent,Docklands,Harbour Town Hotel,498,144.9378299,-37.81315031,"(-37.81315031, 144.9378299)"
2012,362,103239,103239,547-549 Elizabeth Street,North Melbourne,Musicbox  - Karaoke Bar,150,144.9584784,-37.80538132,"(-37.80538132, 144.9584784)"
2012,45,105960,105960,318-322 Little Collins Street,Melbourne (CBD),New Guernica,380,144.9640121,-37.81488174,"(-37.81488174, 144.9640121)"
2012,774,600431,600431,816 Lorimer Street,Port Melbourne,The Heist Cafe Bar ,60,144.9309535,-37.82210926,"(-37.82210926, 144.9309535)"
2012,84,103207,103207,315-321 Elizabeth Street,Melbourne (CBD),The Meeting Place,250,144.9614724,-37.81124935,"(-37.81124935, 144.9614724)"
2012,1103,558180,558180,122-148 Harbour Esplanade,Docklands,Locker Room Club Bar,500,144.9475776,-37.81656591,"(-37.81656591, 144.9475776)"
2012,377,102236,102236,56-58 Courtney Street,North Melbourne,The Castle Hotel,317,144.953035,-37.8008985,"(-37.8008985, 144.953035)"
2012,358,109829,109829,312-316 Victoria Street,North Melbourne,Victoria Hotel,130,144.9557051,-37.80563237,"(-37.80563237, 144.9557051)"
2012,260,103272,103272,642-644 Elizabeth Street,Carlton,City Mic Bar Karaoke,70,144.9586143,-37.80328692,"(-37.80328692, 144.9586143)"
2012,260,103276,103276,614-616 Elizabeth Street,Carlton,The Last Jar,250,144.9589387,-37.80389369,"(-37.80389369, 144.9589387)"
2012,35,109271,109271,125-133 Swanston Street,Melbourne (CBD),The Hi-Fi Melbourne,800,144.9658102,-37.81472467,"(-37.81472467, 144.9658102)"
2012,46,105964,105964,188-194 Little Collins Street,Melbourne (CBD),Gin Palace,150,144.9675807,-37.81390779,"(-37.81390779, 144.9675807)"
2012,74,108103,108103,244-250 Queen Street,Melbourne (CBD),Shamiana,200,144.959964,-37.81269018,"(-37.81269018, 144.959964)"
2012,247,106238,106238,192-202 Lygon Street,Carlton,Players On Lygon,200,144.9670522,-37.80245924,"(-37.80245924, 144.9670522)"
2012,252,106244,106244,160-162 Lygon Street,Carlton,Bar Centrale,301,144.9667699,-37.80344164,"(-37.80344164, 144.9667699)"
2012,904,556742,556742,419-443 Royal Parade,Parkville,Vibe Hotel,69,144.958804,-37.78289944,"(-37.78289944, 144.958804)"
2012,1109,601809,593728,425-427 Docklands Drive,Docklands,BCM Bar & Balcony,350,144.9390269,-37.81517782,"(-37.81517782, 144.9390269)"
2012,131,108844,108844,1-5 Spencer Street,Docklands,Crown Plaza,60,144.9549939,-37.8226581,"(-37.8226581, 144.9549939)"
2012,16,108532,108532,27-37 Russell Street,Melbourne (CBD),Ondergronds,250,144.9692478,-37.81598754,"(-37.81598754, 144.9692478)"
2012,217,103102,103102,171-175 Elgin Street,Carlton,Pugg Mahones,500,144.9687079,-37.79750574,"(-37.79750574, 144.9687079)"
2012,85,109309,109309,319-323 Swanston Street,Melbourne (CBD),Rue Bebelons,74,144.9640475,-37.81076317,"(-37.81076317, 144.9640475)"
2012,85,109304,109304,301-303 Swanston Street,Melbourne (CBD),Sahara Restaurant,140,144.9641938,-37.81107765,"(-37.81107765, 144.9641938)"
2012,85,102597,102597,2-20 Drewery Place,Melbourne (CBD),Baroq House,303,144.9639703,-37.81130304,"(-37.81130304, 144.9639703)"
2012,64,104376,104376,14-20 Goldie Place,Melbourne (CBD),Word,200,144.960731,-37.81328585,"(-37.81328585, 144.960731)"
2012,215,108202,108202,415-421 Rathdowne Street,Carlton,Clare Castle Hotel,50,144.9704262,-37.79652005,"(-37.79652005, 144.9704262)"
2012,658,110266,110266,120 Brunton Avenue,East Melbourne,Spotless Services,2800,144.9832828,-37.81992883,"(-37.81992883, 144.9832828)"
2012,66,105694,105694,233-237 Lonsdale Street,Melbourne (CBD),The Emerald Peacock,300,144.9655481,-37.81158031,"(-37.81158031, 144.9655481)"
2012,1109,601809,593728,425-427 Docklands Drive,Docklands,The Waterfront Room,500,144.9390269,-37.81517782,"(-37.81517782, 144.9390269)"
2012,435,107481,107481,65-67 Peel Street,West Melbourne (Residential),The Drunken Poet Pty Ltd,50,144.955498,-37.80666721,"(-37.80666721, 144.955498)"
2014,204,101613,101613,377-391 Cardigan Street,Carlton,Clyde Hotel,239,144.9657541,-37.79725532,"(-37.79725532, 144.9657541)"
2014,266,106081,106081,27-31 Lygon Street,Carlton,John Curtin Hotel,350,144.9656988,-37.80619915,"(-37.80619915, 144.9656988)"
2014,214,106186,106186,414-422 Lygon Street,Carlton,Astor Hotel,120,144.9678126,-37.79694555,"(-37.79694555, 144.9678126)"
2014,228,101450,101450,223-227 Canning Street,Carlton,Dan O'Connell Hotel,380,144.9733817,-37.79303229,"(-37.79303229, 144.9733817)"
2014,207,106153,106153,331-335 Lygon Street,Carlton,Wolfs Lair,80,144.9671779,-37.7975082,"(-37.7975082, 144.9671779)"
2014,218,106215,106215,298 Lygon Street,Carlton,Carlton Yacht Club Bar,46,144.9673764,-37.79998572,"(-37.79998572, 144.9673764)"
2014,218,106222,106222,270-276 Lygon Street,Carlton,University Hotel,111,144.9672432,-37.8005263,"(-37.8005263, 144.9672432)"
2014,252,106244,106244,160-162 Lygon Street,Carlton,Bar Centrale,301,144.9667699,-37.80344164,"(-37.80344164, 144.9667699)"
2014,247,106238,106238,192-202 Lygon Street,Carlton,Players On Lygon,200,144.9670522,-37.80245924,"(-37.80245924, 144.9670522)"
2014,215,108202,108202,415-421 Rathdowne Street,Carlton,The Beaufort,50,144.9704262,-37.79652005,"(-37.79652005, 144.9704262)"
2014,260,103276,103276,614-616 Elizabeth Street,Carlton,The Last Jar,250,144.9589387,-37.80389369,"(-37.80389369, 144.9589387)"
2014,268,108154,108153,49 Rathdowne Street,Carlton,Epocha Restaurant,124,144.9685944,-37.80578725,"(-37.80578725, 144.9685944)"
2014,267,106251,106251,66-88 Lygon Street,Carlton,Lagers On Lygon,80,144.9665747,-37.80530329,"(-37.80530329, 144.9665747)"
2014,255,101593,101593,91-95 Cardigan Street,Carlton,Hotel Lincoln,154,144.9645057,-37.80448528,"(-37.80448528, 144.9645057)"
2014,54,109954,109954,15-19 Warburton Lane,Melbourne (CBD),Murmur,50,144.9618462,-37.81381239,"(-37.81381239, 144.9618462)"
2014,46,105963,105963,196-212 Little Collins Street,Melbourne (CBD),Hairy Canary,50,144.9671568,-37.81384227,"(-37.81384227, 144.9671568)"
2014,46,108536,108536,115-127 Russell Street,Melbourne (CBD),Portland Hotel,414,144.9681892,-37.81367486,"(-37.81367486, 144.9681892)"
2014,6,578327,573333,2 Swanston Street,Melbourne (CBD),Zinc at Federation Square,1000,144.9699175,-37.81784465,"(-37.81784465, 144.9699175)"
2014,64,515538,515538,4-6 Goldie Place,Melbourne (CBD),The Paris Cat ,120,144.9608287,-37.81351769,"(-37.81351769, 144.9608287)"
2014,64,104659,104659,67-73 Hardware Lane,Melbourne (CBD),Charlie's Bar,143,144.960908,-37.81323451,"(-37.81323451, 144.960908)"
2014,35,558610,558610,256 Collins Street,Melbourne (CBD),The Butterfly Club,190,144.9652914,-37.81552514,"(-37.81552514, 144.9652914)"
2014,24,103174,103174,55-57 Elizabeth Street,Melbourne (CBD),E-Fiftyfive,88,144.9641302,-37.81697242,"(-37.81697242, 144.9641302)"
2014,76,589841,105749,221 Little Lonsdale Street,Melbourne (CBD),Strike Bowling,370,144.9657034,-37.810658,"(-37.810658, 144.9657034)"
2014,35,102141,102141,280-292 Collins Street,Melbourne (CBD),The Charles Dickens Tavern,450,144.9645574,-37.81567229,"(-37.81567229, 144.9645574)"
2014,66,109390,109390,264-266 Swanston Street,Melbourne (CBD),Goldilocks,300,144.9651474,-37.81181063,"(-37.81181063, 144.9651474)"
2014,6,578321,573333,2 Swanston Street,Melbourne (CBD),Beer De Luxe,1000,144.9699175,-37.81784465,"(-37.81784465, 144.9699175)"
2014,46,109413,109413,146 Swanston Street,Melbourne (CBD),Cabinet Bar ,90,144.9662039,-37.81417648,"(-37.81417648, 144.9662039)"
2014,14,103946,103946,313-315 Flinders Lane,Melbourne (CBD),Randy Dragon,100,144.9638507,-37.81763918,"(-37.81763918, 144.9638507)"
2014,35,109271,109271,125-133 Swanston Street,Melbourne (CBD),The Hi-Fi Melbourne,800,144.9658102,-37.81472467,"(-37.81472467, 144.9658102)"
2014,66,109392,109392,248-258 Swanston Street,Melbourne (CBD),Cookie,300,144.9652504,-37.81199559,"(-37.81199559, 144.9652504)"
2014,54,105852,105852,401-405 Little Bourke Street,Melbourne (CBD),The Apartment Restaurant Club Lounge,250,144.9610348,-37.81403196,"(-37.81403196, 144.9610348)"
2014,66,108547,108547,199-203 Russell Street,Melbourne (CBD),Exford Hotel,300,144.9673406,-37.81179179,"(-37.81179179, 144.9673406)"
2014,66,105694,105694,233-237 Lonsdale Street,Melbourne (CBD),Burrotecca,100,144.9655481,-37.81158031,"(-37.81158031, 144.9655481)"
2014,15,109257,109257,1-7 Swanston Street,Melbourne (CBD),Young & Jacksons,470,144.967023,-37.817356,"(-37.817356, 144.967023)"
2014,74,108103,108103,244-250 Queen Street,Melbourne (CBD),Golden Buddha Lounge,200,144.959964,-37.81269018,"(-37.81269018, 144.959964)"
2014,65,105875,105875,318-322 Little Bourke Street,Melbourne (CBD),Penny Blue,85,144.9631276,-37.81292437,"(-37.81292437, 144.9631276)"
2014,66,105695,105695,239 Lonsdale Street,Melbourne (CBD),Ferdydurke,100,144.965378,-37.81159495,"(-37.81159495, 144.965378)"
2014,66,109436,109436,27-29 Tattersalls Lane,Melbourne (CBD),Section 8 Bar,100,144.9653899,-37.81176167,"(-37.81176167, 144.9653899)"
2014,66,109392,109392,248-258 Swanston Street,Melbourne (CBD),The Toff In Town,345,144.9652504,-37.81199559,"(-37.81199559, 144.9652504)"
2014,66,109392,109392,248-258 Swanston Street,Melbourne (CBD),Rooftop Cinema & Bar,200,144.9652504,-37.81199559,"(-37.81199559, 144.9652504)"
2014,66,109952,109952,7-9 Waratah Place,Melbourne (CBD),Manchuria,80,144.9669911,-37.81162502,"(-37.81162502, 144.9669911)"
2014,66,105878,105878,242-244 Little Bourke Street,Melbourne (CBD),Shanghai Club,209,144.965603,-37.81213633,"(-37.81213633, 144.965603)"
2014,36,102152,102152,162-168 Collins Street,Melbourne (CBD),The Long Room,620,144.9678476,-37.81450301,"(-37.81450301, 144.9678476)"
2014,14,101099,101099,16-26 Bond Street,Melbourne (CBD),Bond Melbourne,500,144.9630575,-37.81814578,"(-37.81814578, 144.9630575)"
2014,46,111394,111394,16-30 Russell Place,Melbourne (CBD),Bar Ampere,60,144.9674275,-37.81355434,"(-37.81355434, 144.9674275)"
2014,84,106037,106037,324-328 Little Lonsdale Street,Melbourne (CBD),Alchemist's Refuge,60,144.9599402,-37.81167474,"(-37.81167474, 144.9599402)"
2014,56,108538,108538,163-169 Russell Street,Melbourne (CBD),Eden Bar,350,144.9676479,-37.81246709,"(-37.81246709, 144.9676479)"
2014,76,589841,105749,221 Little Lonsdale Street,Melbourne (CBD),Father's Office,370,144.9657034,-37.810658,"(-37.810658, 144.9657034)"
2014,56,101207,101207,184-186 Bourke Street,Melbourne (CBD),Stars KTV and Lounge,204,144.9676888,-37.81267583,"(-37.81267583, 144.9676888)"
2014,14,104003,104003,2-8 Queen Street,Melbourne (CBD),Candela Nuevo,300,144.9627098,-37.81858716,"(-37.81858716, 144.9627098)"
2014,16,103938,103938,187 Flinders Lane,Melbourne (CBD),Mon Bijou,180,144.9683751,-37.81635789,"(-37.81635789, 144.9683751)"
2014,74,106017,106017,391-393 Little Lonsdale Street,Melbourne (CBD),La La Land,175,144.9603411,-37.81187439,"(-37.81187439, 144.9603411)"
2014,35,105919,105919,267 Little Collins Street,Melbourne (CBD),Bar Americano,10,144.9656034,-37.81483458,"(-37.81483458, 144.9656034)"
2014,64,104665,104665,68-78 Hardware Lane,Melbourne (CBD),Pop,280,144.9611061,-37.8130703,"(-37.8130703, 144.9611061)"
2014,64,104376,104376,14-20 Goldie Place,Melbourne (CBD),Word,200,144.960731,-37.81328585,"(-37.81328585, 144.960731)"
2014,55,101193,101193,338-352 Bourke Street,Melbourne (CBD),Alto Events,400,144.9632879,-37.81360425,"(-37.81360425, 144.9632879)"
2014,65,105875,105875,318-322 Little Bourke Street,Melbourne (CBD),NANT Whisky Bar,32,144.9631276,-37.81292437,"(-37.81292437, 144.9631276)"
2014,65,105875,105875,318-322 Little Bourke Street,Melbourne (CBD),M.O.O.,200,144.9631276,-37.81292437,"(-37.81292437, 144.9631276)"
2014,65,109292,109292,243-249 Swanston Street,Melbourne (CBD),The Lounge,212,144.9647365,-37.81230108,"(-37.81230108, 144.9647365)"
2014,45,105960,105960,318-322 Little Collins Street,Melbourne (CBD),New Guernica,380,144.9640121,-37.81488174,"(-37.81488174, 144.9640121)"
2014,84,103207,103207,315-321 Elizabeth Street,Melbourne (CBD),The Meeting Place,250,144.9614724,-37.81124935,"(-37.81124935, 144.9614724)"
2014,66,109392,109392,248-258 Swanston Street,Melbourne (CBD),Mesa Verde,175,144.9652504,-37.81199559,"(-37.81199559, 144.9652504)"
2014,55,101194,101194,314-336 Bourke Street,Melbourne (CBD),Mural Hall,900,144.9638295,-37.81344503,"(-37.81344503, 144.9638295)"
2014,15,103944,103944,277-279 Flinders Lane,Melbourne (CBD),The Liberty Social,400,144.9652979,-37.81724201,"(-37.81724201, 144.9652979)"
2014,66,105694,105694,233-237 Lonsdale Street,Melbourne (CBD),The Emerald Peacock,300,144.9655481,-37.81158031,"(-37.81158031, 144.9655481)"
2014,14,103947,103947,317-323 Flinders Lane,Melbourne (CBD),Sebel Melbourne - Flinders Lane,60,144.9637238,-37.81771479,"(-37.81771479, 144.9637238)"
2014,16,108532,108532,27-37 Russell Street,Melbourne (CBD),Ondergronds,250,144.9692478,-37.81598754,"(-37.81598754, 144.9692478)"
2014,16,103938,103938,187 Flinders Lane,Melbourne (CBD),The Adelphi Hotel,80,144.9683751,-37.81635789,"(-37.81635789, 144.9683751)"
2014,76,589841,105749,221 Little Lonsdale Street,Melbourne (CBD),Idarts Hive,100,144.9657034,-37.810658,"(-37.810658, 144.9657034)"
2014,85,105746,105746,183-265 La Trobe Street,Melbourne (CBD),Melbourne Central Lion Hotel,550,144.9630189,-37.81073331,"(-37.81073331, 144.9630189)"
2014,85,105746,105746,183-265 La Trobe Street,Melbourne (CBD),Strike Melbourne Central,760,144.9630189,-37.81073331,"(-37.81073331, 144.9630189)"
2014,85,105746,105746,183-265 La Trobe Street,Melbourne (CBD),Hush Bar @ Melbourne Central,200,144.9630189,-37.81073331,"(-37.81073331, 144.9630189)"
2014,85,105746,105746,183-265 La Trobe Street,Melbourne (CBD),Hoyts,300,144.9630189,-37.81073331,"(-37.81073331, 144.9630189)"
